country,total_papers,total_citations,topic,name
Norway,10,70,147004232,Stimulus (physiology)
Norway,50,502,150194340,Gene expression
Norway,15,117,152662350,Systems biology
Norway,48,4681,153209595,Single-nucleotide polymorphism
Norway,14,398,153911025,Molecular biology
Norway,45,254,154945302,Artificial intelligence
Norway,11,121,159047783,Virology
Norway,49,562,162317418,Transcriptome
Norway,23,461,165864922,Regulation of gene expression
Norway,71,1554,169760540,Neuroscience
Norway,46,730,169900460,Cognition
Norway,16,137,170493617,Receptor
Norway,15,60,178980831,Pattern recognition
Norway,26,183,180747234,Cognitive psychology
Norway,29,532,180754005,Allele
Norway,8,100,181199279,Enzyme
Norway,9,23,184235292,Kinase
Norway,10,169,185592680,Chemistry
Norway,9,117,186060115,Biological system
Norway,69,8371,186413461,Genetic association
Norway,14,43,189014844,Cell type
Norway,89,3135,189206191,Genomics
Norway,24,473,190727270,DNA methylation
Norway,32,225,193252679,Phylogenetic tree
Norway,11,406,203014093,Immunology
Norway,3,0,207001950,In vivo
Norway,19,110,501734568,Mutation
Norway,19,246,502942594,Cancer research
Norway,19,103,522805319,Electroencephalography
Norway,8,49,523546767,Bacteria
Norway,18,105,552990157,DNA
Norway,34,292,1491633281,Cell
Norway,3,6,2522874641,Virus
Norway,27,196,2776214188,Inference
Norway,13,80,2776460866,Pathogen
Norway,14,109,2776878037,Zebrafish
Norway,22,397,2777904410,Software
Norway,66,2595,2779134260,Disease
Norway,5,71,2779345533,Visual cortex
Norway,3,20,2780104201,Drosophila melanogaster
Norway,163,5058,2908647359,Population
Oman,1,2,41091548,Epigenetics
Oman,14,617,54355233,Genetics
Oman,3,0,55493867,Biochemistry
Oman,2,0,60644358,Bioinformatics
Oman,3,0,68873052,Genetic variation
Oman,2,613,78458016,Evolutionary biology
Oman,1,0,81941488,Quantitative trait locus
Oman,1,0,84597430,Locus (genetics)
Oman,1,0,86339819,Transcription factor
Oman,15,618,86803240,Biology
Oman,1,1,90856448,Zoology
Oman,2,2,104317684,Gene
Oman,1,0,127716648,Phenotype
Oman,1,0,135763542,Genotype
Oman,4,6,141231307,Genome
Oman,1,2,150194340,Gene expression
Oman,3,0,153209595,Single-nucleotide polymorphism
Oman,1,0,159047783,Virology
Oman,1,2,162317418,Transcriptome
Oman,1,2,165864922,Regulation of gene expression
Oman,2,0,180754005,Allele
Oman,2,0,189206191,Genomics
Oman,1,2,190727270,DNA methylation
Oman,1,0,501734568,Mutation
Oman,1,607,2908647359,Population
Pakistan,1,40,11413529,Algorithm
Pakistan,2,1,12554922,Biophysics
Pakistan,1,5,15151743,Metagenomics
Pakistan,3,431,15744967,Psychology
Pakistan,2,37,18903297,Ecology
Pakistan,2,0,24432333,Whole genome sequencing
Pakistan,1,0,24998067,Stimulation
Pakistan,1,0,30481170,Chromosome
Pakistan,1,0,34601148,Transcription (biology)
Pakistan,6,12,41008148,Computer science
Pakistan,2,2,41091548,Epigenetics
Pakistan,2,1,50644808,Artificial neural network
Pakistan,85,1474,54355233,Genetics
Pakistan,6,5,55493867,Biochemistry
Pakistan,6,5,59822182,Botany
Pakistan,30,100,60644358,Bioinformatics
Pakistan,2,0,67705224,RNA
Pakistan,2,24,68873052,Genetic variation
Pakistan,7,832,70721500,Computational biology
Pakistan,1,3,71924100,Medicine
Pakistan,4,26,78458016,Evolutionary biology
Pakistan,1,0,83640560,Chromatin
Pakistan,5,30,84597430,Locus (genetics)
Pakistan,116,1095,86803240,Biology
Pakistan,8,12,89423630,Microbiology
Pakistan,1,0,90132467,Phylogenetics
Pakistan,6,8,90856448,Zoology
Pakistan,1,0,94487597,Sensory system
Pakistan,3,0,95444343,Cell biology
Pakistan,1,3,96232424,Cancer cell
Pakistan,14,83,104317684,Gene
Pakistan,1,0,105580179,Messenger RNA
Pakistan,1,0,105795698,Statistics
Pakistan,1,0,106208931,Genome-wide association study
Pakistan,3,7,119857082,Machine learning
Pakistan,1,0,121608353,Cancer
Pakistan,5,7,124101348,Data mining
Pakistan,4,0,126322002,Internal medicine
Pakistan,1,56,127716648,Phenotype
Pakistan,2,0,134018914,Endocrinology
Pakistan,2,0,135763542,Genotype
Pakistan,9,8,141231307,Genome
Pakistan,4,12,143065580,Mutant
Pakistan,1,0,143121216,Microbiome
Pakistan,1,0,147004232,Stimulus (physiology)
Pakistan,7,3,150194340,Gene expression
Pakistan,1,12,152662350,Systems biology
Pakistan,3,12,153209595,Single-nucleotide polymorphism
Pakistan,8,2,153911025,Molecular biology
Pakistan,10,10,154945302,Artificial intelligence
Pakistan,3,30,159047783,Virology
Pakistan,2,1,162317418,Transcriptome
Pakistan,5,2,169760540,Neuroscience
Pakistan,2,1,169900460,Cognition
Pakistan,6,3,178980831,Pattern recognition
Pakistan,1,2,180747234,Cognitive psychology
Pakistan,1,4,180754005,Allele
Pakistan,2,2,185592680,Chemistry
Pakistan,3,4,186060115,Biological system
Pakistan,1,1,186413461,Genetic association
Pakistan,4,3,189206191,Genomics
Pakistan,1,2,190727270,DNA methylation
Pakistan,6,36,193252679,Phylogenetic tree
Pakistan,1,0,207001950,In vivo
Pakistan,5,37,501734568,Mutation
Pakistan,1,3,502942594,Cancer research
Pakistan,5,12,523546767,Bacteria
Pakistan,1,0,552990157,DNA
Pakistan,1,0,1491633281,Cell
Pakistan,2,0,2522874641,Virus
Pakistan,3,15,2776214188,Inference
Pakistan,2,3,2776460866,Pathogen
Pakistan,1,40,2777904410,Software
Pakistan,3,1,2779134260,Disease
Pakistan,16,516,2908647359,Population
Panama,3,93,15151743,Metagenomics
Panama,47,560,18903297,Ecology
Panama,2,8,24432333,Whole genome sequencing
Panama,1,1,26760741,Perception
Panama,7,163,30481170,Chromosome
Panama,1,1,41008148,Computer science
Panama,1,3,41091548,Epigenetics
Panama,5,14,51679486,DNA sequencing
Panama,111,931,54355233,Genetics
Panama,3,36,55493867,Biochemistry
Panama,7,37,59822182,Botany
Panama,4,45,60644358,Bioinformatics
Panama,1,0,62478195,Signal transduction
Panama,2,9,67705224,RNA
Panama,7,13,68873052,Genetic variation
Panama,2,8,70721500,Computational biology
Panama,1,3,73555534,Cluster analysis
Panama,35,417,78458016,Evolutionary biology
Panama,3,66,81941488,Quantitative trait locus
Panama,18,586,84597430,Locus (genetics)
Panama,2,4,86339819,Transcription factor
Panama,159,1644,86803240,Biology
Panama,4,66,90132467,Phylogenetics
Panama,20,55,90856448,Zoology
Panama,2,0,94487597,Sensory system
Panama,20,98,104317684,Gene
Panama,1,0,105702510,Anatomy
Panama,2,14,105795698,Statistics
Panama,3,1,106934330,Trait
Panama,4,19,119857082,Machine learning
Panama,4,35,127716648,Phenotype
Panama,27,219,141231307,Genome
Panama,3,10,150194340,Gene expression
Panama,6,27,154945302,Artificial intelligence
Panama,1,0,159047783,Virology
Panama,7,18,162317418,Transcriptome
Panama,1,1,169760540,Neuroscience
Panama,3,5,180747234,Cognitive psychology
Panama,4,8,180754005,Allele
Panama,1,10,185592680,Chemistry
Panama,9,188,189206191,Genomics
Panama,20,198,193252679,Phylogenetic tree
Panama,1,0,552990157,DNA
Panama,2,1,2776214188,Inference
Panama,2,5,2776460866,Pathogen
Panama,33,448,2908647359,Population
Papua New Guinea,3,1,54355233,Genetics
Papua New Guinea,3,1,60644358,Bioinformatics
Papua New Guinea,1,0,71924100,Medicine
Papua New Guinea,2,2,73555534,Cluster analysis
Papua New Guinea,7,4,86803240,Biology
Papua New Guinea,1,0,104317684,Gene
Papua New Guinea,1,1,141231307,Genome
Papua New Guinea,1,2,203014093,Immunology
Papua New Guinea,1,0,501734568,Mutation
Papua New Guinea,2,2,2779134260,Disease
Papua New Guinea,1,1,2908647359,Population
Paraguay,1,0,54355233,Genetics
Paraguay,1,1,55493867,Biochemistry
Paraguay,2,1,86803240,Biology
Paraguay,2,1,153911025,Molecular biology
Paraguay,2,1,181199279,Enzyme
Paraguay,1,1,501734568,Mutation
Peru,3,0,8891405,Immune system
Peru,8,49,18903297,Ecology
Peru,1,0,24432333,Whole genome sequencing
Peru,27,61,54355233,Genetics
Peru,1,11,59822182,Botany
Peru,9,16,60644358,Bioinformatics
Peru,1,2,67705224,RNA
Peru,1,10,68873052,Genetic variation
Peru,3,11,70721500,Computational biology
Peru,2,3,78458016,Evolutionary biology
Peru,2,10,84597430,Locus (genetics)
Peru,41,125,86803240,Biology
Peru,2,0,89423630,Microbiology
Peru,2,7,90132467,Phylogenetics
Peru,3,2,95444343,Cell biology
Peru,5,5,104317684,Gene
Peru,1,2,105580179,Messenger RNA
Peru,2,10,106208931,Genome-wide association study
Peru,2,0,111936080,Enhancer
Peru,2,1,126322002,Internal medicine
Peru,2,0,127716648,Phenotype
Peru,2,0,135763542,Genotype
Peru,1,2,141231307,Genome
Peru,1,2,143121216,Microbiome
Peru,1,0,150194340,Gene expression
Peru,1,0,153911025,Molecular biology
Peru,2,9,159047783,Virology
Peru,2,0,185592680,Chemistry
Peru,2,10,186413461,Genetic association
Peru,1,0,189014844,Cell type
Peru,1,2,189206191,Genomics
Peru,3,15,193252679,Phylogenetic tree
Peru,3,8,203014093,Immunology
Peru,1,6,523546767,Bacteria
Peru,1,0,1491633281,Cell
Peru,1,0,2522874641,Virus
Peru,1,0,2776460866,Pathogen
Peru,2,18,2779134260,Disease
Peru,6,16,2908647359,Population
Philippines,1,0,8891405,Immune system
Philippines,1,0,12554922,Biophysics
Philippines,16,47,18903297,Ecology
Philippines,4,88,41091548,Epigenetics
Philippines,38,136,54355233,Genetics
Philippines,2,64,55493867,Biochemistry
Philippines,1,0,59822182,Botany
Philippines,10,2,60644358,Bioinformatics
Philippines,2,0,68873052,Genetic variation
Philippines,1,2,70721500,Computational biology
Philippines,1,4,71924100,Medicine
Philippines,7,66,78458016,Evolutionary biology
Philippines,1,0,79879829,Intracellular
Philippines,1,0,81941488,Quantitative trait locus
Philippines,4,70,84597430,Locus (genetics)
Philippines,59,248,86803240,Biology
Philippines,1,0,90132467,Phylogenetics
Philippines,6,3,90856448,Zoology
Philippines,1,68,98108389,CRISPR
Philippines,8,77,104317684,Gene
Philippines,3,10,106208931,Genome-wide association study
Philippines,1,0,119857082,Machine learning
Philippines,1,0,126322002,Internal medicine
Philippines,4,24,127716648,Phenotype
Philippines,3,12,135763542,Genotype
Philippines,7,77,141231307,Genome
Philippines,1,0,150194340,Gene expression
Philippines,1,0,152662350,Systems biology
Philippines,1,0,153209595,Single-nucleotide polymorphism
Philippines,1,68,153911025,Molecular biology
Philippines,1,0,154945302,Artificial intelligence
Philippines,1,0,159047783,Virology
Philippines,1,68,162317418,Transcriptome
Philippines,4,88,165864922,Regulation of gene expression
Philippines,3,20,180754005,Allele
Philippines,1,0,186413461,Genetic association
Philippines,2,1,189206191,Genomics
Philippines,2,0,193252679,Phylogenetic tree
Philippines,1,0,502942594,Cancer research
Philippines,2,0,1491633281,Cell
Philippines,1,0,2522874641,Virus
Philippines,2,0,2779134260,Disease
Philippines,11,49,2908647359,Population
Poland,5,11,7466232,Biomarker (medicine)
Poland,5,16,8891405,Immune system
Poland,4,2,11413529,Algorithm
Poland,10,10,12554922,Biophysics
Poland,3,1,15151743,Metagenomics
Poland,10,179,15744967,Psychology
Poland,26,174,18903297,Ecology
Poland,12,558,24432333,Whole genome sequencing
Poland,6,19,24998067,Stimulation
Poland,10,56,26760741,Perception
Poland,3,21,28328180,Stem cell
Poland,2,0,29537977,Cell cycle
Poland,13,41,30481170,Chromosome
Poland,6,11,34601148,Transcription (biology)
Poland,16,47,41008148,Computer science
Poland,5,14,41091548,Epigenetics
Poland,3,16,50644808,Artificial neural network
Poland,10,501,51679486,DNA sequencing
Poland,265,2826,54355233,Genetics
Poland,19,89,55493867,Biochemistry
Poland,5,101,59822182,Botany
Poland,127,669,60644358,Bioinformatics
Poland,6,20,62478195,Signal transduction
Poland,7,29,67705224,RNA
Poland,7,122,68873052,Genetic variation
Poland,29,831,70721500,Computational biology
Poland,15,1410,71924100,Medicine
Poland,6,1,73555534,Cluster analysis
Poland,22,432,78458016,Evolutionary biology
Poland,5,0,79879829,Intracellular
Poland,2,268,81941488,Quantitative trait locus
Poland,11,64,83640560,Chromatin
Poland,28,548,84597430,Locus (genetics)
Poland,3,48,86339819,Transcription factor
Poland,426,3846,86803240,Biology
Poland,16,83,89423630,Microbiology
Poland,8,180,90132467,Phylogenetics
Poland,6,39,90856448,Zoology
Poland,4,47,94487597,Sensory system
Poland,44,141,95444343,Cell biology
Poland,8,32,96232424,Cancer cell
Poland,4,44,98108389,CRISPR
Poland,52,384,104317684,Gene
Poland,7,35,105580179,Messenger RNA
Poland,3,11,105702510,Anatomy
Poland,7,4,105795698,Statistics
Poland,18,2130,106208931,Genome-wide association study
Poland,2,3,111936080,Enhancer
Poland,13,34,119857082,Machine learning
Poland,12,88,121608353,Cancer
Poland,12,38,124101348,Data mining
Poland,30,104,126322002,Internal medicine
Poland,8,37,127716648,Phenotype
Poland,7,5,134018914,Endocrinology
Poland,14,103,135763542,Genotype
Poland,64,1382,141231307,Genome
Poland,9,2,143065580,Mutant
Poland,7,24,143121216,Microbiome
Poland,12,80,147004232,Stimulus (physiology)
Poland,12,45,150194340,Gene expression
Poland,5,16,152662350,Systems biology
Poland,14,389,153209595,Single-nucleotide polymorphism
Poland,4,20,153911025,Molecular biology
Poland,33,76,154945302,Artificial intelligence
Poland,12,89,159047783,Virology
Poland,6,6,162317418,Transcriptome
Poland,8,68,165864922,Regulation of gene expression
Poland,17,81,169760540,Neuroscience
Poland,4,0,169900460,Cognition
Poland,3,0,170493617,Receptor
Poland,13,24,178980831,Pattern recognition
Poland,8,36,180747234,Cognitive psychology
Poland,4,0,180754005,Allele
Poland,9,75,181199279,Enzyme
Poland,2,0,184235292,Kinase
Poland,8,45,185592680,Chemistry
Poland,2,0,186060115,Biological system
Poland,16,1795,186413461,Genetic association
Poland,3,0,189014844,Cell type
Poland,26,224,189206191,Genomics
Poland,1,0,190727270,DNA methylation
Poland,7,28,193252679,Phylogenetic tree
Poland,11,82,203014093,Immunology
Poland,7,21,207001950,In vivo
Poland,9,46,501734568,Mutation
Poland,13,52,502942594,Cancer research
Poland,5,10,522805319,Electroencephalography
Poland,6,6,523546767,Bacteria
Poland,18,59,552990157,DNA
Poland,12,26,1491633281,Cell
Poland,6,10,2522874641,Virus
Poland,10,63,2776214188,Inference
Poland,9,24,2776460866,Pathogen
Poland,1,2,2776878037,Zebrafish
Poland,4,18,2777904410,Software
Poland,12,44,2779134260,Disease
Poland,3,15,2779345533,Visual cortex
Poland,53,418,2908647359,Population
Portugal,1,1,7466232,Biomarker (medicine)
Portugal,14,119,8891405,Immune system
Portugal,3,24,11413529,Algorithm
Portugal,7,1,12554922,Biophysics
Portugal,8,7,15151743,Metagenomics
Portugal,10,182,15744967,Psychology
Portugal,61,281,18903297,Ecology
Portugal,4,6,24432333,Whole genome sequencing
Portugal,6,22,26760741,Perception
Portugal,1,0,28328180,Stem cell
Portugal,5,7,29537977,Cell cycle
Portugal,10,32,30481170,Chromosome
Portugal,9,67,34601148,Transcription (biology)
Portugal,18,613,41008148,Computer science
Portugal,4,29,41091548,Epigenetics
Portugal,1,0,50644808,Artificial neural network
Portugal,8,6,51679486,DNA sequencing
Portugal,412,3120,54355233,Genetics
Portugal,13,334,55493867,Biochemistry
Portugal,11,8,59822182,Botany
Portugal,125,1356,60644358,Bioinformatics
Portugal,6,578,62478195,Signal transduction
Portugal,13,247,67705224,RNA
Portugal,33,719,68873052,Genetic variation
Portugal,36,584,70721500,Computational biology
Portugal,7,809,71924100,Medicine
Portugal,7,55,73555534,Cluster analysis
Portugal,53,568,78458016,Evolutionary biology
Portugal,5,2,79879829,Intracellular
Portugal,9,244,81941488,Quantitative trait locus
Portugal,6,26,83640560,Chromatin
Portugal,28,367,84597430,Locus (genetics)
Portugal,9,40,86339819,Transcription factor
Portugal,606,5230,86803240,Biology
Portugal,15,99,89423630,Microbiology
Portugal,5,31,90132467,Phylogenetics
Portugal,23,52,90856448,Zoology
Portugal,4,20,94487597,Sensory system
Portugal,93,986,95444343,Cell biology
Portugal,2,0,96232424,Cancer cell
Portugal,2,574,98108389,CRISPR
Portugal,80,736,104317684,Gene
Portugal,6,6,105580179,Messenger RNA
Portugal,5,4,105702510,Anatomy
Portugal,8,63,105795698,Statistics
Portugal,12,937,106208931,Genome-wide association study
Portugal,9,120,106934330,Trait
Portugal,3,7,111936080,Enhancer
Portugal,14,27,119857082,Machine learning
Portugal,6,9,121608353,Cancer
Portugal,20,746,124101348,Data mining
Portugal,13,43,126322002,Internal medicine
Portugal,25,237,127716648,Phenotype
Portugal,1,25,134018914,Endocrinology
Portugal,8,2,135763542,Genotype
Portugal,71,901,141231307,Genome
Portugal,17,118,143065580,Mutant
Portugal,13,30,143121216,Microbiome
Portugal,6,20,147004232,Stimulus (physiology)
Portugal,22,328,150194340,Gene expression
Portugal,8,258,152662350,Systems biology
Portugal,10,34,153209595,Single-nucleotide polymorphism
Portugal,15,198,153911025,Molecular biology
Portugal,25,237,154945302,Artificial intelligence
Portugal,13,122,159047783,Virology
Portugal,20,340,162317418,Transcriptome
Portugal,8,93,165864922,Regulation of gene expression
Portugal,25,492,169760540,Neuroscience
Portugal,2,0,169900460,Cognition
Portugal,11,51,170493617,Receptor
Portugal,6,198,178980831,Pattern recognition
Portugal,4,32,180747234,Cognitive psychology
Portugal,16,467,180754005,Allele
Portugal,8,53,181199279,Enzyme
Portugal,4,0,184235292,Kinase
Portugal,7,90,185592680,Chemistry
Portugal,3,4,186060115,Biological system
Portugal,4,801,186413461,Genetic association
Portugal,7,388,189014844,Cell type
Portugal,21,150,189206191,Genomics
Portugal,2,22,190727270,DNA methylation
Portugal,22,38,193252679,Phylogenetic tree
Portugal,5,24,203014093,Immunology
Portugal,6,7,207001950,In vivo
Portugal,15,90,501734568,Mutation
Portugal,9,10,502942594,Cancer research
Portugal,4,1,522805319,Electroencephalography
Portugal,27,338,523546767,Bacteria
Portugal,8,33,552990157,DNA
Portugal,24,735,1491633281,Cell
Portugal,6,19,2522874641,Virus
Portugal,23,265,2776214188,Inference
Portugal,13,11,2776460866,Pathogen
Portugal,1,0,2776878037,Zebrafish
Portugal,20,562,2777904410,Software
Portugal,12,145,2779134260,Disease
Portugal,3,44,2779345533,Visual cortex
Portugal,7,164,2780104201,Drosophila melanogaster
Portugal,121,1028,2908647359,Population
PS,2,0,15151743,Metagenomics
PS,1,0,24432333,Whole genome sequencing
PS,2,0,54355233,Genetics
PS,4,0,86803240,Biology
PS,1,0,89423630,Microbiology
PS,3,0,141231307,Genome
PS,1,0,159047783,Virology
PS,1,0,193252679,Phylogenetic tree
Puerto Rico,4,24,8891405,Immune system
Puerto Rico,4,9,11413529,Algorithm
Puerto Rico,7,7,12554922,Biophysics
Puerto Rico,4,15,15151743,Metagenomics
Puerto Rico,17,15,18903297,Ecology
Puerto Rico,2,1,24432333,Whole genome sequencing
Puerto Rico,1,4,30481170,Chromosome
Puerto Rico,2,0,34601148,Transcription (biology)
Puerto Rico,2,6,41008148,Computer science
Puerto Rico,1,0,41091548,Epigenetics
Puerto Rico,1,3,50644808,Artificial neural network
Puerto Rico,5,8,51679486,DNA sequencing
Puerto Rico,91,1946,54355233,Genetics
Puerto Rico,1,2,55493867,Biochemistry
Puerto Rico,5,34,59822182,Botany
Puerto Rico,31,316,60644358,Bioinformatics
Puerto Rico,2,0,67705224,RNA
Puerto Rico,3,7,68873052,Genetic variation
Puerto Rico,8,1025,70721500,Computational biology
Puerto Rico,3,10,71924100,Medicine
Puerto Rico,1,6,73555534,Cluster analysis
Puerto Rico,10,64,78458016,Evolutionary biology
