name,id,level,parents,children
Orthopedic trauma,2909627459,4,167414201|2778104916|2780887989,""
Transcriptome Sequencing,2908949104,5,162317418,
Pelvic Floor Muscle,2908639710,4,2778531004,""
Data source,2983685735,2,124101348|77088390,""
Ichthyophthirius multifiliis,2779819551,3,71928629,""
Cultural bias,37773902,2,36289849|77805123|199539241,
Lonidamine,2781214130,4,121608353|2776694085,
Tiamulin,2777241463,4,4937899,2778669051
Fledge,76257803,4,2777744765,""
Protein homology,2992913480,4,165525559,
LRRK2 Gene,2908807597,5,2779734285,
Population dynamics,33998119,4,67283656|77352025,
Color contrast,2984178911,2,178980831|120665830|31972630,
Aequorea,2780728903,4,142613039,""
Zero population growth,140816417,5,2986817661|37512671,
Endmember,58237817,3,160633673|159078339,""
Negative behavior,2993782170,2,138496976|77805123|70410870,
Choristoneura rosaceana,2778288407,5,2778506040,
Sequence matching,2989047659,2,11413529|31972630|178980831,
Preventing Chronic Disease,2780010015,5,2987552334,
Quinazolinone,2777162773,3,"",
Vespula,2778781616,4,2780461565,2781275018
Okazaki fragments,11305352,5,2756471,
DNA repair protein XRCC4,145803527,5,134935766|34688535,
Lumbar Spinal Cord,2909382400,4,529278444,
Movement perception,2909667188,3,147004232|26760741,
Ethanol preference,2910697216,4,2909657740,
Phenotypic analysis,2993496954,4,127716648|143065580,
S100A8,2778557267,4,2776914184,""
Standing balance,2909299586,2,1862650|141071460|99508421,""
Active laser medium,28745240,4,200649887,""
Representation (mathematics),50341643,2,11413529|114614502|125565743,
Ecological selection,65201436,2,78458016|54355233|18903297,
Applicability domain,107908354,4,164126121,
Operational sex ratio,2776319122,4,57520943|116402615,""
Empiric therapy,2779181126,4,4937899,
Nerol,2777379855,4,2779729912,""
Virus type,2992125060,4,2992351337,2909004193|2780071272|2779921545|2775864491|2776392238|2778791150|2908927537|2908596565|2776368728|2909859193|2909976703
Concordance index,2994415114,5,50382708,
Nasal Swab,2908607040,4,2779489039,""
Serotiny,204018660,3,100701293|2776096895,""
Computer memory,92855701,3,136085584,171675096
Coordination sphere,11111787,3,85551212|115624301|181819025|32909587|544153396|145148216,""
External variable,41661277,2,199360897,
Automatic learning,2986161044,2,11413529|119857082|154945302,
Unit interval,128394911,3,2779600286,""
Personal experience,41831101,2,111472728|77805123|188147891,
Capillary network,2910940345,3,555293320|196806460,
Intracellular sodium,2992038216,3,519063684|555293320|28406088|537181965|517785266|79879829|145148216,""
Return time,2991979767,2,,
Calcarine sulcus,2777287797,4,143409427|2779345533,
Post-translational regulation,2902315,2,54355233|55493867|95444343,
Symmetric equilibrium,93979843,5,"",
Reference population,2992826682,3,555293320|2908647359,
Tensor completion,2984976044,3,137127113|107180903,
Polarization Microscopy,2909533890,2,8010536|178790620|120665830,
Cranial neural crest,2780071072,4,126749454,2909352141
Protein Homeostasis,2910853278,4,2779134260,
TRPM2,151495721,5,155164980,
Temperament and Character Inventory,2778699373,4,61644593|2865642,
Cell mass,2994519699,3,555293320|1491633281,
Nasonia,2777610899,5,2777380499,
Human cloning,175000728,4,202662744,""
Cultural artifact,115233962,2,36289849|15708023|107038049,
Numerical error,90060635,2,126255220|28826006|134306372,
Zero shot learning,2987463604,4,41608201,
Restriction factor,2992592638,3,2522874641,
Kynurenine 3-Monooxygenase,2911081083,5,2777503454,
Visual Disturbance,2910762390,3,555293320,""
Direct development,2992551050,3,173758957,""
Dicistroviridae,2777544649,5,195139083|88478588,
Logarithmic decrement,123987485,3,198394728,
Forest pest,2992227176,3,22508944,
Hand prosthesis,2910748388,3,2778715743,""
Behavioural analysis,2909263345,2,,
Sequence design,2988643108,2,11413529|24326235,
Carbapenem resistant,2994452087,5,2777058267|2776315533,
Protein oligomerization,2909728325,4,166940927,
bZIP domain,19408993,5,3662595|156860981|94966510,
Comorbidity index,2992412925,4,2779134260|2779159551,""
Nautilus,2781244455,2,151730666|505870484|105702510,2779225002
Retinal function,2993580001,5,2779113765,
Multiple sclerosis lesion,2992283033,5,2780640218,
Atezolizumab,2775949291,5,2776256026|2777701055,
SMN1,2778045022,5,2776752467|2778558090|151913843|36823959,
Computational problem,19754495,2,11413529|80444323|126255220,
Protein surface,2910060944,3,32909587,
Tropical plants,2993333362,2,18903297|59822182|144027150,
Lysosomal membrane,2909720478,4,2780216420,2909997171
High linkage disequilibrium,2993467502,5,139275648|153209595|186413461|197754878,
Mucor hiemalis,2776561681,2,55493867|59822182|89423630,
Reduction ratio,2992066775,2,78519656|191897082|159985019,
Concordance correlation coefficient,2781059462,3,555293320|117220453,
Auditory evoked responses,2909544108,4,551621295,2992341541
Obese Mice,2911190018,5,2777391703,
Pomacentrus amboinensis,2908575685,5,2776186128,
Cell identity,2992775171,4,86339819,
Bone morphology,2992895422,3,111330293,
UBE3A,2777041782,5,2778691456|134459356,
Simple extension,2781467147,2,11413529|125565743,
RELB,2777453290,5,123298856|2777730290,
Potential effect,2994213920,2,,
Ivacaftor,2776502428,5,2778428886,
Ballistic movement,2777073247,2,169760540|99508421|105702510,
Chronic alcohol abuse,2910969964,4,2780931562,
NAIP,2780626732,3,118518473|104317684,
Diligence,2779820079,2,199539241|77805123,
Renal clear cell carcinoma,2909843942,5,2777472916,
Lipidome,2780241833,4,4733338|58017582,
Truncated normal distribution,13985973,2,105795698|149782125|28826006,
Particle filtering algorithm,2986711119,3,102725377|52421305,
Optomotor response,2910022143,3,147004232,
Artificial systems,2989257223,2,119857082|154945302,
Permian–Triassic extinction event,111612153,5,2781229967,
Livestock breeding,2994393448,3,112964050,
Trait theory,31670503,4,2865642|94612546,
Bathymodiolus,2778722991,5,"",
Protein dna,2992631865,3,552990157,
Enhanced permeability and retention effect,2779443701,4,121608353|2779820397,
ORFS,2780530800,5,47289529,
Lysyl hydroxylase,2776329881,4,2776016237|2781109383,""
Lymphoid leukemia,2779469565,4,2779282312|2778461978,
Publish or perish,2780460463,3,151719136,
Nicotianamine synthase,2779404822,5,2778270906,
Urethral Catheters,2910852173,4,2780026642|77411442|2781267111,
Biomass smoke,2992200807,5,2992779976,
Social significance,2992116653,2,,
Climate classification,205251833,3,132651083|107054158,
Receptor recycling,2909665596,5,139770010|28005876|102747710,
Animal virus,2780752927,3,2522874641,
Meat spoilage,89532306,4,147490202,""
Periodontal ligament stem cells,2779886569,4,198826908|28328180,
Sugar intake,2909629409,4,511355011,
UVRAG,2776371637,5,203522944|86554907|31573885,
Salpa thompsoni,2909910679,5,2781055982,
Olfactory response,2993282342,3,163214680,
Pencil (mathematics),137070897,3,2779600286,185362025
Mixture modelling,2983172019,3,61224824|163716315,
Naja nigricollis,2911170886,4,2776725428,""
Brittle star,2780097654,3,150846664|136478896,2778224883
Vaginoscopy,2910876939,3,2777744392,
Object processing,2994551713,2,180747234|46312422|31972630,
Spatial estimation,2993086034,3,81692654,
Radial glial cell,2776980776,5,201750760|2780884517,
Reproductive senescence,2909023464,5,2778562196,
Homeoviscous adaptation,30173671,5,2993474839,
Environmental model,2908907204,2,44154836,
Skull morphology,2993922071,3,2779300802|111330293,
VDAC1,2779058106,5,146587185,
Network classification,2982799300,2,119857082|124101348|178980831,
Peptide microarray,21749538,5,186836561|95371953,
Intraoperative Awareness,2910377794,4,2778162923,""
Spectral processing,2988749301,2,24890656|11413529|120665830,
Bollworm,2778819841,3,173758957,
Internal temperature,2994091343,2,78519656|159985019,
Familial dilated cardiomyopathy,2908747819,5,2778797674|2776383484,
Sculpin,2780348204,2,90856448|18903297|505870484,""
Force curves,2994363869,3,102951782,
Soybean rust,2780184362,4,2779134260,""
Amoeboid movement,199422760,3,1491633281|58207958,
Roadkill,2776746753,3,185933670|29376679,
Leaf morphogenesis,2910731964,5,2775988993|2779491563,
Change of variables,54890261,2,126255220|33577790|134306372,
Method selection,2992274535,2,,
Microdochium,2776778675,4,2779134260,""
Peripheral myelin protein 22,2781006897,5,2778609137,
Saliva secretion,2910397377,4,49039625|504460877,
Bioluminescent bacteria,47507649,4,29730261,
Valerate,2776753739,4,2776979534,""
Ecological cost,2994586652,2,18903297|175605778|107826830,
Anisogamy,184153164,5,28748434,
Fluorescence kinetics,2991856791,3,183688256|91881484|148898269,
Prominin-1,2909547371,5,201750760|55427017,
Tripartite Motif,2908848523,4,25602115,2909736937|30236155|2781010821
P-hacking,2777252397,5,156957248,
Wild type mice,2994572863,5,207583985,
Poikilotherm,163801715,2,90856448|18903297|105702510,""
Specific model,2992829877,2,,
Pulse crop,2992669290,3,118518473|137580998,
Aegilops cylindrica,2779772288,4,30481170,
Culture cell,2909714169,3,81885089|1491633281,
Buzz pollination,2755630,5,92929424,
Methylated DNA immunoprecipitation,116114238,5,190727270,
SECIS element,2778913194,5,20580545|2776087148|89604277,
Multiple tumors,2909521186,4,121608353,
Visual form,2992138495,2,46312422,
Cistus × incanus,2778430359,4,"",
White clover mosaic virus,2778466378,5,2994092193,
Fiber intake,2910501138,4,2992741425,""
Lymphocryptovirus,2777450202,5,2776409557|2779338263,
Micrurus,2778638166,4,2777009914,""
Membrane ruffling,38676607,4,142669718|125705527,""
Negative contrast,2994174207,2,77805123,
Fiber elongation,2993737679,3,519885992|2993788577|104317684|33947775,
Video game playing,2993699944,2,49774154|77805123|44154836,
Milt,126125632,3,2781087480,
Forward algorithm,196455857,5,189973286|54907487,
Malva parviflora,2779027122,3,2775891814,
Retinal Disorder,2910227669,4,2777093970|2780827179|2779134260,
Equilibrium thermodynamics,111663737,3,74859849|131157278,""
Software upgrade,2986119982,3,2777904410|2780615140,
Clotting factor,2992139802,4,82706917,""
Polytomy,200739428,5,44465124,
Paramecia,2780914496,3,2780536333,""
Limb apraxia,2909607815,4,518460624|2776818353,
Korarchaeota,2778490862,5,2778660952|2779258044|2776353733,
Breadboard,14116294,2,24326235|119599485|120665830,
Treatment complications,2910447848,4,121608353|2779134260,
Protein structure modeling,2991662381,4,18051474,""
Disease pathogenesis,2993706857,5,2780942790,
Formal instruction,2991690511,2,145420912|41895202|19417346,
Synthetic data sets,2986338914,3,58489278,
Object search,2985125118,2,23123220|31972630|178980831,
Neurological Damage,2910319263,3,555293320,
Optical pathlength,2993015455,3,6260449|166689943,
Quantile normalization,2780371977,5,186836561|95371953|18431079,
Epidermal stem cell,2911217370,4,28328180,
Master clock,65595194,4,137059387,""
Diabetic retinopathy screening,2909148633,5,2778313320,
Ocular tuberculosis,2910105242,4,2781069245,
Genomic signature,2777192749,4,121608353|141231307,
Bedding Material,2910109095,3,"",
Blood calcium,2910632473,3,555293320|519063684,""
Multivoxel pattern analysis,2993945431,5,2779226451|50231774,
Foxtail,166085705,2,6557445|59822182|144027150,2777496398
Neurological intensive care unit,2910175960,4,518460624,
Benign tumours,2909125492,2,141071460|126838900|142724271,
Lactate dehydrogenase A,2910680157,5,20251656,
Drug detoxification,2781203884,3,2780035454,
Spatial entropy,2994535726,2,11413529|105795698|178980831,
Spatial Displacement,2910318660,2,120665830,
Scathophaga stercoraria,2778370290,4,2776833037,""
Complement receptor 1,2910041089,4,170493617|111684460|2779134260,""
Formica exsecta,2777511927,4,197065175,
Heart morphogenesis,2910039399,5,62425271,
Depth limit,2992806201,2,18903297|111368507,
Artemia parthenogenetica,2910562589,5,2775873308,
Auxin homeostasis,2911061768,5,2775988993|2779491563,
Community formation,2994435959,2,,
Fructoselysine,2910797052,5,147990577,
Boa constrictor,2909007327,2,90856448|18903297|105702510,""
SURF1,2778622817,5,2991803497|123249941,
Stability constraints,2987763960,2,133731056|126255220|65244806,
Structural framework,2994393786,2,,
Invasion process,2992535309,3,136020623,
BUB3,2779491284,5,29537977|192838845|2778354886,
Hierarchical temporal memory,148468957,4,2777222312,
Structural class,2994037748,2,55493867|178790620|71240020,""
Large ribosomal subunit,2911017850,5,88478588,
Automated data processing,2910320901,3,138827492,
Closest pair of points problem,107575943,3,29123130,
Current management,2993131913,2,142724271|141071460|177713679,
Biofilm matrix,2993028696,4,58123911,2909438818
Taconite,172208191,3,"",
Analysis data,2993281353,2,,
Epinephelus fuscoguttatus,2908592295,4,"",""
Spectral centroid,2568260,2,24890656|28490314|178980831,
Durotaxis,2775972973,5,137738243,
Senecio inaequidens,2777794444,3,173651095|2779878721|136020623,""
Anatomical feature,2909805348,2,178980831|105702510|31972630,
Food location,2992831150,3,165287380,
Big data management,2983095412,3,79974875|75684735,
Plastid envelope,2910135616,5,101692577|93829228,
CRB1,2780390893,5,2781040256|151913843|2781114197,
Polysyndactyly,2779035543,5,151913843,
Super-enhancer,2781179760,4,121608353|150194340|86339819|83640560|111936080|34601148,
Creatures,86792732,2,,""
Betula alnoides,2908703393,2,18903297|59822182|144027150,""
PncA,2779672873,5,2777975735,
Rabies transmission,2780845868,5,2777961786,
Talimogene laherparepvec,2779090166,5,2777658100|82210918|2777701055,
Bud growth,2908729029,3,21410773,
Experimental biology,2991708970,3,555293320,
Logical modelling,2993099140,2,11413529|80444323,
Mental functions,2910729685,3,169900460,""
Antimicrobial resistance genes,2993844249,4,2780923616|22744801|4937899|547475151|94665300,
Entomophthora muscae,2775857106,5,2776460866,
Body scan,2993443047,2,44154836,
Start site,2992337184,4,150194340|86339819|101762097|105580179|34601148,
High carbon,2993572345,3,501529594,
Protein Misfolding Cyclic Amplification,92981090,5,2776735649,
Delta band,2993759415,3,178362625|522805319|92545706|5072461|102289811,
Glossophaginae,2776016950,4,137793583,2910686690
Congenital insensitivity to pain with anhidrosis,2780560942,5,151913843|2778423431,
Competitive altruism,157294064,3,68579090,83448043
Rivermead post-concussion symptoms questionnaire,165069784,4,518460624|2781017439,""
Neutral group,2991748971,2,138496976|77805123|178790620,
Dengue disease,2992906419,5,2779635636,
Remote computing,2987876888,2,79403827|9390403|31258907,
Time separation,2994211701,2,120665830,
State of affairs,2776329221,2,111472728|199539241,
Neurula,41623484,5,129536746,
Tulathromycin,2779044229,4,4937899,
Paywall,179346444,2,112698675|136764020|39549134,
Ankle kinematics,2994190600,3,151800584|39920418|2778640784,
Limb morphogenesis,2909946881,5,25770073,
Membrane complex,2992222782,3,41625074,
Phenol–chloroform extraction,154283103,5,78063203,
Golden angle,4268229,4,143409427,
Reference space,2993043494,2,,
Disorder onset,2909879898,4,558461103,
Salp,2781055982,4,160160445,2909910679
Melolontha,2775832672,3,173758957|2779999365,""
Dendritic branch,2909403370,4,2780904046,
Zeocin,2776599182,5,2781372317|33161422,
Aorta-gonad-mesonephros,159483906,5,201750760|129536746|2780915607,
Rev Protein,2909004193,5,54757728|2992125060,
Cancer mutations,2992209910,4,501734568|121608353|134305767,
GPR35,2778967702,5,2778938600|135285700,
Extended memory,171675096,4,92855701|176649486,""
Inverse temperature,2993791989,2,26873012|62520636|134306372,
Ethnic populations,2910187799,4,180754005,
Outcome predictor,2992049642,3,555293320,
Sensorimotor skills,2910588026,3,169900460,
Handrail,2779385950,3,2779600286,""
